country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005
samoa,WSM,WSM,asia and the pacific,oceania,245,NA,NA,NA,NA,0.05928567448450673,3.586515841945525,2.4975762213430097,244.00000190734863,0.10068274045671027,0.28950316402079485,0.5317111808645207,0,NA,0,2550.86093828755,0,0,29296.25,NA,0.12761522829532623,0,0,0.17833595963255053,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
akrotiri and dhekelia,XAD,NA,europe and central asia,central and western europe,246,3.632467071215311,8.206570307413736,1.325935463110606,2.267340342203776,0.33544495701789856,0.6848986744880676,0.7453102668126425,52,0.45379558205604553,0.3848566114902496,0.6542206952083992,1581.0283610026042,NA,NA,2562.5135129292808,NA,NA,NA,NA,0.11268979807694753,0,0,0.47931204239527386,0,0,14.479704856872559,14.333333333333334,22.813037872314453,22.666666666666668,2.3333333333333335,5.333333333333333,0.14637177996337414,0.14637177996337414,0,0,5.333333333333333,6,0,6.666666666666667,0,4.666666666666667
clipperton island,XCL,NA,asia and the pacific,oceania,247,NA,NA,NA,NA,0,1.4494049549102783,1.8147855997085571,NA,0,0,0,NA,NA,NA,33.45951461791992,NA,NA,NA,NA,0.06519858539104462,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
kosovo,XKO,NA,europe and central asia,central and western europe,248,0.1990791186262136,50.58166776421941,7.843605336786687,8.200170499154892,0.6010818786319645,0.00114964710912485,9.956266516926646e-4,82.29153534461712,0.6843434846264193,0.16489328110012516,1.05398483831307,11252.832399565596,NA,36759.932358314254,NA,0.01891787385102361,0.29857651242750816,34352.03662109375,72.73497581481934,0.20536167174577713,2,10100,0.506443961170213,0.40229885057471265,0.5172413793103449,14.545248346767206,14.201149425287356,14.683179381249966,14.339080459770114,0.8448275862068966,1.2701149425287357,4.6948605750944335e-7,4.6948605750944335e-7,0.11494252873563218,0.16666666666666666,6.9655172413793105,6.994252873563219,0.6896551724137931,2.3900755131724236,3.1379310344827585,2.6551724137931036
northern cyprus,XNC,NA,europe and central asia,central and western europe,249,3.9511433765292168,23.81355287347521,1.891522114475568,2.3286879073296274,0.2984272763133049,0.7116370162238246,0.7899971293366473,51.052621038336504,0.28333178065393283,0.2620682264475719,0.849988004548441,3273.658452987671,NA,20085.356744384764,2378.03948899974,0.00704907803920769,0.10840084344191953,NA,NA,0.07499338073862924,1,10000,0.5916798532657002,46684427.56521739,46684428.217391305,10.632911618550619,12.869565217391305,14.166244973076715,16.32608695652174,1.1333333333333333,2.1333333333333333,0.27895354141001005,0.27895354141001005,0,0,4.311111111111111,46684431.347826086,0.5333333333333333,3.465069220463435,0.4666666666666667,2.3333333333333335
paracel islands,XPI,NA,asia and the pacific,south-east asia,250,NA,0,0,0,0.01421528939569655,3.6201266325437103,2.0576865673065186,NA,0,0,0,NA,NA,NA,1296593.8662109375,NA,NA,NA,NA,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
spratly islands,XSP,NA,asia and the pacific,south-east asia,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yemen,YEM,YEM,asia and the pacific,western asia,252,6.755240355446225,21.408635499379344,0.24316553122403725,0.2074894206613844,0.21952148535008373,0.6699119859675987,0.34272218499100443,14.657232622339508,0.3605008659318675,0.12803382831333734,0.9434290813543512,824.2526402982139,0.21797753737315204,2443.0818538669164,71476.86353599455,0.00135724754585012,0.0214959607563667,58682.16530530072,64.7899771130947,0.02645651857524208,2,10100,0.1601952091613898,4298875.3954504095,4298875.431847134,4.125062615956423,4.21073703366697,5.126533904230395,5.209463148316652,0.059445660102115244,0.15025528811086797,0.013593040012388242,0.015064333836208338,1.050145878920496,1.0191466083150984,2.3346097738876734,4298878.453685168,0,0.603081544506602,0.033187454412837346,0.1761487964989059
south africa,ZAF,ZAF,africa,southern africa,253,4.931033018756599,4.651625030025011,0.5838343029483065,0.7981793029831038,0.8602260253739438,0.27598677206911504,0.24192058527225696,47.510948339635526,1.1277489897127055,0.3660068292550308,0.4916864716456589,3909.5233895155006,0.20830847294755384,3074.8197797550624,187582.9957954909,0.00519242001736322,0.0692787346851747,69053.33817849947,58.83876052450057,0.23194055812725653,3,10101,0.19581570370967538,792234.6592474176,792234.6610919823,8.81969820137736,8.652299557304476,8.43990824844504,8.27256517461879,0.26872924098905154,0.31264608192889654,0.03576329726722216,0.03666461708737903,1.6770820519129044,1.8244523750922963,1.6563499876938224,1584470.8386005904,0.24956928378045778,3.9552237013368194,0.8163365727641776,0.056854540979571745
zambia,ZMB,ZMB,africa,southern africa,254,0.07060728009991919,9.80126437721771,5.041751813122874,5.533800389522838,1.5008754203257266,0,0,75.54335025181832,1.7595030778748075,0.5003090455966474,0.9408974892036932,421.336391942387,0.16727050945371472,442.1937570708018,NA,5.78068434587452e-4,0.00939359468018258,112517.22283093727,45.40755898461079,0.23753898260830011,2,10001,0.1924408877883184,12123274.984281603,12123274.978746956,5.805292286155458,6.237104272747398,5.625831142118688,6.054018153641798,0.025381275743070243,0.03061338083045753,0.026447575840352455,0.046919644308248847,1.0178114215740843,1.1353668039630413,2.4482912167427364,12123278.061213195,0.05966826227318268,1.2280265101873702,0.9818546142714015,7.792496938661917e-4
zimbabwe,ZWE,ZWE,africa,southern africa,255,1.8952945444129707,1.2942933342043594,1.1816992966833513,1.6446389759705011,1.3918043464317091,0,0,49.91225407345707,1.7647032450036553,0.45199647344205113,0.6177640422594253,1434.2552351689487,0.1323043780327839,1308.7094608785933,NA,0.00193397657641089,0.03149474551067553,87749.23803077661,45.4778918511493,0.11265721451007966,2,10001,0.2392054284781504,16042625.336791866,16042625.32434115,9.772882787198819,10.329113924050633,7.725568138005318,8.295289479145051,0.06042232908216601,0.044950867656282666,0.01819719603226697,0.03130489259244131,0.7512021743675518,1.2402257997072967,3.623458080702488,16042629.416683959,0.10704578716286849,2.1285095583275973,3.0485051223081747,0.004390549864102028
