country,GID_0,ISO_3,region,subregion,ID,ws_avg,GroundWater_GeomaticDeq50,GroundWater_RcghDeq50,GroundWater_RchgDeq50,Species_Richness_3taxa,MSpecies_Richness_9taxa,TMSpecies_Richness_8taxa,soil_biodiversity,Species_Richness_4taxa,TSpecies_Richness_4taxa,TempVelocity_terr_all,Monfreda_prod_sum_allcrops,IHME_dbl_burden_malnut,Herrero_lvstk_kg,Watson_fish_ind_nind_0004,food_prod_terr,food_prod_terr_lim,DALYS_2000,life_expectancy_SHDI_2000,ADM2_ADM1_ADM0_2010,TerrStat_hotspots_bin_sum_quant0.1,TerrStat_hotspots_sum_quant0.1,ghm,Built1994,Built2009,HFP1993,HFP1993_int,HFP2009,HFP2009_int,Lights1994,Lights2009,NavWater1994,NavWater2009,Pasture1993,Pasture2009,Popdensity1990,Popdensity2010,Railways,Roads,croplands1992,croplands2005
finland,FIN,FIN,europe and central asia,central and western europe,73,0.00392178285088059,0.366879805857525,5.618135328937115,6.109278050665663,0.38939940240388415,0.0514372538844736,0.03124002648723168,119.3326382624826,0.37373363158441,0.11919283388414516,1.2113098576638657,1605.9841520266843,NA,4597.445780320698,8611.03286301465,0.0026730168588527,0.04242374597094869,31337.41635462212,77.30106056150885,0.0702864343623806,1,100,0.20157660277889422,13283893.653816415,13283893.648293383,5.7065768954487055,6.141941897713465,5.524124892810912,5.959792334032917,0.9456485495165055,1.0173391130376792,0.11663472394431601,0.12057818426880285,0,0,2.0486828942980995,13283894.96984425,0.2943203289985551,1.670635740061634,0.07935978659553185,0
fiji,FJI,FJI,asia and the pacific,oceania,74,9.518274856808212e-4,40.33992434333969,12.68243646878068,14.042666942842546,0.08458865147004736,4.550578506956709,2.972795248031616,191.80404639849203,0.11917559647850864,0.2536155948867227,0.7417648958083752,0,NA,0,20802.986390199057,0,0,35265.3515625,NA,0.15864045917987823,1,10000,0.16712434366147252,456911414.5531915,456911414.5531915,7.84195848196251,35.191489361702125,12.668437745689687,38.90212765957447,0.24864864864864866,0.1891891891891892,0.4422459404577731,0.47788237714561843,0,0,4.556756756756757,456911418.28510636,0.3027027027027027,2.157664956112166,0,4.5027027027027025
falkland islands (the) [malvinas],FLK,FLK,americas,south america,75,0,1.5246732289169254,11.39424965568095,13.905030299498382,0.06576236308395088,1.3880330267406644,0.9545455412431196,121.35983540187372,0.07488784018481243,0.13852769005000293,0.29418534511920735,0,NA,NA,195625.6669330019,NA,NA,NA,NA,NA,1,10000,0.06654187775188404,204522252.19047618,204522252.19047618,1.5518688616503262,13.2987012987013,2.380680831733612,14.008658008658008,0,0,0.41441789183034017,0.7073446941604573,0,0,0,204522252.19047618,0,1.137450978231202,0,0.5358851674641149
france,FRA,FRA,europe and central asia,central and western europe,76,0.4315655279411147,35.11153594924331,9.439424152463207,9.981603690904592,0.5681744781035901,0.27833027362011714,0.2604831708565257,111.6884877118498,0.5883060855398592,0.14386748222939624,0.6986363793167056,30645.33382644433,NA,69005.93636221939,22343.55547890933,0.04716412143913416,0.65454375335465,28693.232097931817,79.02457412859414,0.0652670109850377,3,11100,0.49209630243217695,5541298.637995915,5541298.7401354695,16.90536485115901,16.84969358133534,16.052179548007167,15.998709816148802,2.183895655923251,2.84833459092379,0.10983455899542661,0.10983455899542661,0.03869785490999245,0.2008192303546405,4.86213215479142,5541302.37845393,1.0606877223240272,2.6364271436430737,4.8193381481082245,2.954834537027056
faroe islands (the),FRO,FRO,europe and central asia,central and western europe,77,0,75.4614220588438,27.21223920391452,21.319466444753832,0.05914230644702911,0.8035042442773518,0.8333333134651184,213.09668854744203,0,0,0.4246798027392958,0,NA,NA,2291.1532472309314,NA,NA,NA,NA,0.08087766915559769,1,10000,0.2560022463531871,169538183.2631579,169538182.7368421,12.178809710911342,20.894736842105264,10.778809683663505,19.605263157894736,1.6857142857142857,0.9142857142857143,1.7374891738806453,1.7374891738806453,0,0,4.457142857142857,169538186.97368422,0,3.5270348608493807,0.2,0
micronesia (federated states of),FSM,FSM,asia and the pacific,oceania,78,NA,0,3.5999999090563506e-4,3.5999999090563506e-4,0.04486185477839576,3.535976701312595,2.272677368587918,346.4,0,0,0,0,NA,NA,431.2482159932454,NA,NA,39226.734375,NA,0.12019028514623642,0,0,0.2623109502924813,238609295.33333334,238609294.2222222,12.852304458618164,25.555555555555557,11.852304458618164,24.666666666666668,1.5,1,3.227304479572922,3.227304479572922,0,0,6.875,238609301,0,0,0,0
gabon,GAB,GAB,africa,central africa,79,0.02818429033203157,6.52845292749476,15.474643800566248,15.87878039381432,1.484509270051037,0.24839290075884887,0.2271929943274697,102.18430738917309,1.9856839521853051,0.4957022373020936,1.0091394201244286,330.0049461599422,0.0791080413189047,64.5549037414609,31918.198348107275,4.054724371453593e-4,0.00668627402421494,58178.49366560883,61.72766777398824,0.14908254883915678,2,10001,0.11926586021252804,4161790.0445736432,4161790.051033592,2.4157357772384325,2.400516795865633,2.8741475634093696,2.8549741602067185,0.040453074433656956,0.06537216828478964,0.12309973428213063,0.14429469151086086,0.05145631067961165,0.05145631067961165,0.915210355987055,4161791.44250646,0.025889967637540454,1.1217622565123642,0.1087378640776699,0
united kingdom of great britain and northern ireland (the),GBR,GBR,europe and central asia,central and western europe,80,0.2032275309122913,10.49023367203738,16.9309130256976,18.35635014296045,0.34383545007969235,0.9057223598715752,0.7324689844607359,139.19999244681833,0.32902488875274316,0.09608846650376224,0.7965387480156585,21045.2380805158,NA,55342.29636613579,16824.674015863937,0.03425968166608009,0.48907313086874504,32695.31939492721,77.4182304852651,0.15676483245710898,3,11100,0.4705385663920023,18531811.25662626,18531810.790219847,22.637099990622367,23.392644339428806,19.92912071252734,20.70803369632217,3.7602072538860103,3.3173056994818655,0.19907517525276394,0.19907517525276394,0.2532642487046632,0.7396891191709845,5.443937823834197,18531814.207314566,0.9533678756476683,6.043413398846443,3.461554404145078,1.1258031088082903
georgia,GEO,GEO,europe and central asia,eastern europe,81,0.2508871636409728,22.953230036571338,5.742667279870714,6.53478564150953,0.5979162244955554,0.02147210329893405,0,119.15027689411691,0.6627010452613307,0.17259400641486816,0.5508371224160314,2089.197882119171,NA,16875.135417107285,597.1841556546251,0.00498962060359486,0.07589693686005256,31594.18611281707,69.43308419648663,0.3151662921910966,1,10000,0.3569968126612167,5878148.726277372,5878148.762773722,9.327868201377079,9.31021897810219,10.057968856103903,10.038321167883211,0.18206770356816102,0.2442817932296432,0.1049856357534826,0.1049856357534826,0.5827996340347666,0.34492223238792313,4.769441903019213,5878153.106751825,0.22689844464775846,2.113093012505895,1.293687099725526,2.484903934126258
guernsey,GGY,GGY,europe and central asia,central and western europe,82,NA,0.4435040056705475,7.210000185295939e-4,6.009999779053032e-4,0.1727364882826805,1.174244403839111,1.0194804668426514,126,0,0,0,0,NA,NA,47865.84765625,NA,NA,NA,NA,0.14421910047531128,0,0,0.8187333643436432,10,10,35.424588203430176,35,34.424588203430176,34,9.5,8.5,2.109814688563347,2.109814688563347,0,0,9,9,0,4.814773976802826,0,0
ghana,GHA,GHA,africa,west africa,83,1.4691252521329436,0.26280108580192213,4.736563342137476,5.287886364322999,1.3009545860704137,0.1693496501589754,0.14929396058036187,81.12962404681126,1.674624107398036,0.5295540363485642,1.085412244876422,7185.842611914307,0.1443146637249468,1076.4021301058724,260467.08917625915,0.00903738378636283,0.14451451319644482,62161.05104509198,56.65911165217763,0.06515418550138796,2,101,0.4037522731408914,0.06398862424457874,0.06398862424457874,8.128951981912675,7.792392463562034,9.026839058556211,8.683967294703164,0.08709562744400995,0.14077497333807323,0.04142403914079627,0.08221904634157978,0.8748666903661572,0.8172769285460363,4.703519374333452,5.315677212939922,0.07109847138286526,2.0406029693732006,0.24635620334162817,0.4952008531816566
gibraltar,GIB,GIB,europe and central asia,central and western europe,84,NA,16.35924530029297,4.165645122528076,5.040940761566162,0.5181177258491516,1.3182178735733032,1.0696461200714111,50,3.8370367292372975e-06,1.235508534591645e-6,0,NA,NA,NA,24070.1171875,NA,NA,NA,NA,NA,NA,NA,NA,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
guinea,GIN,GIN,africa,west africa,85,2.3309886961422315,1.9898228400642035,9.78080578995968,10.46952673742466,1.1308664725923496,0.17752333180085994,0.14502254765016748,142.26217668444,1.4568880943371698,0.4474192706670462,0.8294832033743275,1667.5794403316577,0.17311389491910983,1183.4657388087298,321652.9679886123,0.0021908874178781,0.03579713291687905,101168.34260355668,52.08531925491822,0.08790416449051479,1,10000,0.2643475644713921,739237.0664371772,739237.0595524957,5.469157071070894,5.2777969018932875,6.37053676618689,6.177624784853701,0.01825068870523416,0.009641873278236915,0.019684624743778977,0.026436224975431268,0.4965564738292011,0.4628099173553719,3.715909090909091,739241.6034423407,0.04132231404958678,0.9164146096971574,0.25068870523415976,0.3615702479338843
guadeloupe,GLP,GLP,americas,caribbean,86,NA,0,0,0,0.2049392536282539,2.190610633956062,1.2356287240982056,282.16598425971137,0.06949617103338182,0.0450450404120933,0.28026293138363045,0,NA,4273.933528019832,75566.68272569444,6.18767982814461e-4,0.00854786711995704,NA,NA,0.06519858539104462,0,0,0.4865558296442032,238609296.44444445,238609297,19.159138083457947,30.833333333333332,18.159138023853302,29.944444444444443,3.9375,4.5625,0.3708054674207233,0.3708054674207233,0,0,6.9375,238609300.7222222,0.5,2.288332473486662,2.625,0
gambia (the),GMB,GMB,africa,west africa,87,2.6760083950799087,1.2216842125673764,4.181705998592689,5.065826703290471,1.206857493147254,1.0149088851590022,0.8606694889510322,66.25770902633667,1.4735167875741126,0.6761426808221245,1.0781473239419483,2100.436325683619,0.14997835358371958,1725.7804736475791,4770.147826631191,0.00282898300377464,0.04614445520470267,62650.6259375,55.93790252685547,0.06597097861766815,0,0,0.4121015268185782,67108864.078125,67108864.078125,10.39911647381321,13.75,13.44623565289282,16.6796875,0.08870967741935484,0.2661290322580645,0.2723320739560516,0.5452576998876236,1.1451612903225807,0.5,5.314516129032258,67108869.609375,0,2.199365028690907,1.2983870967741935,4.064516129032258
guinea-bissau,GNB,GNB,africa,west africa,88,2.5465035345180924,13.465299177919851,10.200978367509167,11.49983960094402,1.1017914985869135,1.1492748208874344,0.8321523612975199,157.31201579686626,1.3013512858336158,0.5766045111930685,1.0144253656922564,1244.5755712380733,0.1515533405398657,1116.2658789943937,37722.962776798064,0.00173129753614795,0.02821336961410502,97347.74192907124,53.6510009765625,0.07457746417497531,0,0,0.4259098797504391,27252330.583756346,27252330.583756346,7.087872442059162,8.304568527918782,7.925522953195253,9.137055837563452,0.02056555269922879,0.02056555269922879,0.15041863034399977,0.17572980110904554,0.8534704370179949,0.8020565552699229,3.8431876606683804,27252334.992385786,0,2.086554084691413,0.10796915167095116,0.32390745501285345
equatorial guinea,GNQ,GNQ,africa,central africa,89,0.10428836426601328,7.291854329284268,18.611690020797276,18.470866839090984,1.5832501131886492,0.4552559853552249,0.3746987758353114,140.5698070712509,1.9110968606100316,0.4866498784637012,0.8122888611650184,586.9269183767344,0.11240837404046196,14.490935020870756,70417.39276603099,6.912206541639724e-4,0.01143620151812481,78430.99626903045,53.45635705116467,0.4032231781751879,1,10000,0.13762362391729585,6860970.153354633,6860970.185303515,5.6354459669345465,5.6900958466453675,6.490717362899047,6.527156549520766,0.057692307692307696,0.10256410256410256,0.03700196774373884,0.14547849232782867,0.00641025641025641,0.00641025641025641,2.926282051282051,6860973.795527156,0.05128205128205128,2.4349824703083587,0.08974358974358974,0
greece,GRC,GRC,europe and central asia,central and western europe,90,1.3385157526549647,93.34433034309164,4.149263898423272,5.0623420866772975,0.5118627614548169,0.6911933963139385,0.6777513789507824,83.8303965604455,0.5510163022841188,0.2060001648392825,0.8658526915793365,14569.565671631684,NA,19492.165098270416,14363.598273075717,0.02059828713096707,0.3265742306624308,29758.07035229878,78.2570704276988,0.09110637488927632,3,11100,0.4288307309124329,46426243.3353444,46426243.4610357,13.647655551887489,15.784816490698844,13.32237291653073,15.466566113624937,1.1639260020554985,1.5585817060637204,0.2874496271036647,0.2874496271036647,0.04316546762589928,0.03442959917780062,4.5102774922918805,46426247.08345903,0.3329907502569373,3.293916095687576,3.435251798561151,2.694244604316547
grenada,GRD,GRD,americas,caribbean,91,NA,26.818072001139324,5.949673334757487,5.679891586303711,0.18546318560838695,2.402130889892578,1.2298166751861572,NA,0,0,0,0,NA,0,15986.8228515625,0,0,27956.71484375,NA,0.13221894204616547,1,10000,0.6309873402118683,0,0,14.436743927001952,13.8,17.83674373626709,17.2,0.4,3.6,1.3651893850415946,1.3651893850415946,0,0,7.8,8,0,4.8715543985366825,0,0
greenland,GRL,GRL,americas,north america,92,0,NA,NA,NA,0.01699209675353414,0.10824886719513084,0.08434850286585256,-1,0.02649292774190754,0.04641823603720317,0.6869089929880035,0,NA,0,5245.384274159423,0,0,38826.078125,NA,0.08941277116537094,0,0,3.380251066814578e-5,72859136.0272187,72859136.02732502,0.00795044641871355,4.351557100783601,0.014704475219277346,4.355469788310846,3.5218243049899847e-4,9.905130857784333e-5,0.0020546373771712922,0.00896259733297988,0,0,3.851995333582796e-4,72859136.02758019,0,0.005158252074544716,0,0
guatemala,GTM,GTM,americas,mesoamerica,93,0.7378627777920332,66.42294138353134,14.59062928847547,13.66973995244728,1.0996767955282367,0.3024661291497271,0.15974129752665925,280.5349231941321,1.4956227010742984,0.4351719992913353,0.9107027824165472,16421.929876661754,0.09813970305397544,7495.790524049494,21453.711268147144,0.02109210783608608,0.32772484846062006,40708.94988549124,67.14302012968889,0.13693359824969914,3,10101,0.31156480882994153,14553729.647590362,14553729.722891565,9.089967901459058,9.634789156626505,8.765212297258818,9.310993975903614,0.17816527672479152,0.4071266110689917,0.14931724145307154,0.15435694232734964,0.3411675511751327,0.47687642153146326,4.531463229719485,14553734.853915663,0.10310841546626232,1.8496726498719505,1.8309325246398787,0.2441243366186505
french guiana,GUF,GUF,americas,south america,94,4.623959879381169e-5,1.1782356931661793,13.250846007923862,13.14997975410762,2.2446646846229625,0.37416349400371846,0.36182216941504386,235.32623647937248,2.75118541139139,0.2819643866525729,1.1442412194766536,81.65429495391896,0.11629242523058686,7.532138597177624,203088.9707787037,8.45167672116838e-5,0.00139605071616848,29107.5634765625,76.98977440693339,0.0657984765661504,1,1,0.03548687424188336,13161288.966292135,13161288.97650664,0.8204863090991655,1.4678243105209396,1.2062271912129303,1.8243105209397343,0.019527235354573486,0.03186022610483042,0.10905504122853178,0.18544340633515186,0,0,0.3114080164439877,13161289.550561797,0,0.3702185222264552,0,0
guam,GUM,GUM,asia and the pacific,oceania,95,NA,NA,4.799999878741801e-4,4.799999878741801e-4,0.03592458150039116,3.4488089879353843,2.1551230748494468,822,0,0,0.11251298855275613,0,NA,NA,1566.1744384765625,NA,NA,23301.759765625,NA,0.1048961579799652,0,0,0.47907329102357227,5,5,18.96746055285136,18.666666666666668,22.46746079126994,22.166666666666668,6.833333333333333,6.333333333333333,0.4674604957302411,0.4674604957302411,0,0,6.666666666666667,7.166666666666667,0,0,0,3.5
guyana,GUY,GUY,americas,south america,96,0.5193450947286884,4.267237603885781,17.54832462414839,17.83594402851297,2.0754618626125625,0.22384445227187913,0.18051280392567284,188.74482534826413,2.624117534267298,0.3080727649258911,1.0418891662257546,1432.137064769298,0.1088977726051903,261.6386873997587,27069.623693199566,0.00171523193309478,0.02828902690816829,42327.66746326321,63.07074302268211,0.11719509765252,3,10101,0.03997465302379245,1739557.4345889024,1739557.438639125,1.4477055892845794,1.4005670311867153,1.5429676072163887,1.4933171324422843,0.019456830158086746,0.014997973246858533,0.09246289406468572,0.08719795618596968,0.11187677340899878,0.11106607215241183,0.674908796108634,1739558.1895504252,0.019456830158086746,0.5169775979838779,0.008512363194162952,0.02553708958248885
hong kong (special administrative region china),HKG,HKG,asia and the pacific,north-east asia,97,1.2722216248512268,1.539613320359162,11.020285448857717,9.267309371914182,0.8000329520021167,3.549508367265974,1.7603055664471217,167.50042255108173,1.1376825568731874e-5,0.08528440790311313,0.4567212890294642,6.227688852383195e-41,0.05311035497912338,NA,1444331.700892857,NA,NA,NA,NA,0.19877134263515472,0,0,0.6365637076752526,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
heard island and mcdonald islands,HMD,HMD,asia and the pacific,oceania,98,NA,NA,NA,NA,0.00444442732259631,1.2786448001861572,0.970588207244873,125,0,0,0.3208920242953152,NA,NA,NA,799.2125515407986,NA,NA,NA,NA,0.10528937727212906,NA,NA,0.04541534557938576,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
honduras,HND,HND,americas,mesoamerica,99,1.2894990108370945,29.307808964719435,12.037592632556368,11.590084703391629,1.1464155088665735,0.5170009998070028,0.32885462412553557,153.88589885152257,1.4760393810683363,0.4068619824197714,0.9075838102295668,4828.060170297362,0.05683269340723643,4015.5320511931895,175629.3049493543,0.00648072597240061,0.10567667725817458,32174.25595313654,67.8529184924623,0.11719370408254066,3,10101,0.24492997745569994,22139006.739322532,22139006.776141383,7.9062105664495554,8.858615611192931,7.425598341411582,8.368924889543447,0.08779761904761904,0.2552083333333333,0.07337083273338726,0.14186576257890102,0.08407738095238096,0.09821428571428571,3.644345238095238,22139010.88807069,0.05952380952380952,1.6788218746937456,2.21875,0.84375
croatia,HRV,HRV,europe and central asia,central and western europe,100,0.01693671941875136,59.65633563362104,11.306926661130449,12.340192093294512,0.5910574625978122,0.40490841623083257,0.34446899097378364,118.31102242147116,0.6146910228081865,0.20576388474991156,0.9220883775640422,8373.836650565205,NA,14970.52275142861,26166.079500263382,0.01255982916970396,0.2019362788280986,35414.18517605515,74.56486824801053,0.20292451047220603,2,10100,0.45504877109395986,22992330.72805139,22992331.027837258,12.580415303572948,13.448608137044967,13.954874183063383,14.808351177730193,1.2348484848484849,2.3365800865800868,0.3373866901810883,0.3373866901810883,0.23593073593073594,0.24134199134199133,4.626623376623376,22992334.895074945,0.8398268398268398,2.2679204105427773,2.5833333333333335,2.507575757575758
haiti,HTI,HTI,americas,caribbean,101,1.5314439423227706,188.40744418768503,5.741021591581796,4.307199629513841,0.3633177039749695,1.7823199144361284,1.119901485441413,112.407724817847,0.4245736033493014,0.5486040936151712,0.7065692179391121,10609.611500244158,0.11406359767371958,16427.15075200317,10910.56513447972,0.01563805090044265,0.25234132072670556,67446.20343963716,58.50713422595549,0.08299793914051318,2,10100,0.6493473915149677,45552683.47272728,45552683.47272728,13.954501529965238,15.99090909090909,14.18410796425291,16.215151515151515,0.06191950464396285,0.10835913312693499,0.27049271452556056,0.2709969646332108,0.16718266253869968,0.12693498452012383,7.095975232198143,45552690.71212121,0.2476780185758514,2.7211605445150253,3.3591331269349847,3.2507739938080493
hungary,HUN,HUN,europe and central asia,central and western europe,102,0.7041713608341615,5.536239212916229,3.063090573581864,3.5548404895195342,0.6180096884556044,0,0,101.95741569763604,0.6451538354626697,0.23159077891870383,1.159403749039756,17903.985035443762,NA,27199.32584540121,NA,0.0257016380933878,0.41432199728788327,41632.60012128771,71.85759608030769,0.1967672342159402,2,10100,0.5584505451437196,0.5531112507856694,0.46511627906976744,16.839425435836475,16.480201131363923,16.848853462919507,16.48962916404777,1.3117536140791954,1.6071653048397234,0.15373931505686647,0.15373931505686647,0.00502828409805154,0.0056568196103079825,5.645505971087366,5.556882463859208,1.4833438089252042,2.4072449111773637,5.279698302954117,5.16970458830924
indonesia,IDN,IDN,asia and the pacific,south-east asia,103,0.07284523740410144,12.93073753098638,21.036218861959664,22.01234940561162,0.9210256836231188,3.5181428267741,1.7989987657750148,221.71773498984732,1.3394512428219023,1.039318077881915,0.9078994433823672,8074.631416129246,0.20907135077590203,3647.6563089982055,89425.00605503647,0.01048813043315919,0.1703754748901674,40707.98919812801,65.34056604430184,0.08385961090994984,3,10101,0.2301508595851453,23993688.094992537,23993688.10946759,6.118093725778971,7.254806169991405,8.270828517863977,9.376984665490568,0.16729185727355902,0.24263494967978042,0.16307503602551732,0.18804221565223406,0.0030649588289112534,0.001646843549862763,3.2464318389752975,23993691.69050527,0.06697163769441904,1.1054761534912916,1.2898444647758462,2.8634034766697165
isle of man,IMN,IMN,europe and central asia,central and western europe,104,NA,0.02146596740931272,29.202988386154175,69.49727249145508,0.19988623509804407,1.0037413835525513,0.7857142686843872,172,0,0,0.7754920461126554,0,NA,NA,369.2730366388957,NA,NA,NA,NA,0.14421910047531128,0,0,0.40474703907966614,178956970.66666666,178956971.5,20.02922214161266,28.833333333333332,16.93831305070357,26,2.6363636363636362,2.727272727272727,0.5746766246580095,0.5746766246580095,0,0,5.454545454545454,178956976,0.7272727272727273,6.181818181818182,4.454545454545454,0
india,IND,IND,asia and the pacific,south asia,105,3.7360451401174672,7.478372696308489,4.206245835194296,4.71204651950696,0.7845085631419706,0.37229667739155026,0.21197431979085948,71.02446375126763,1.06282066883569,0.7831482828902054,0.8435100761701431,19712.13892192776,0.21631429294867696,29035.808292289265,149511.29114846504,0.02836514877340238,0.3861469755275474,50169.79183027872,64.05399055712888,0.06515715192295232,3,10101,0.5449867752041637,4330358.79952202,4330358.878438597,13.974463312110336,13.872438945455452,15.975135217063414,15.868754512186014,0.44569447216124525,0.8635501895829176,0.11686923623941795,0.11931226449221867,0.013420474955098783,0.010726401915785272,6.668130113749751,4330365.715178371,0.31071642386749154,2.343300551146334,3.8984733586110556,4.963106166433845
british indian ocean territory (the),IOT,IOT,asia and the pacific,south asia,106,NA,NA,NA,NA,0.00481466533383354,2.79044451713562,1.9249536395072937,NA,0,0,0,NA,NA,NA,7594.812536621093,NA,NA,NA,NA,NA,NA,NA,0.2610945999622345,2147483648,2147483648,NA,128,NA,128,NA,NA,NA,NA,NA,NA,NA,2147483648,NA,NA,NA,NA
ireland,IRL,IRL,europe and central asia,central and western europe,107,0.01019337179635578,19.830839694138632,17.877561597861238,18.523022322669217,0.24765518237252,1.0806469595062504,0.97737633636114,144.19537828936066,0.24585554499477869,0.12737346568483712,0.9298487149939764,9322.790180069773,NA,26923.8053149596,5619.797868357081,0.01547150695085534,0.24482961410645712,27766.274242582775,76.70345854759216,0.08335204272350269,2,10100,0.4283760133411121,26962498.23929099,26962498.35745938,11.574243346879799,12.6794682422452,10.950458740421258,12.063515509601181,0.9715781600598354,1.6559461480927449,0.18381105162943429,0.18381105162943429,0.8017950635751683,1.1241585639491398,4.130142109199701,26962502.002215657,0.4367988032909499,2.611823465744773,1.9895287958115184,0.1099476439790576
iran (islamic republic of),IRN,IRN,asia and the pacific,south asia,108,3.3690403882393793,36.02764572699792,0.7107963184985318,0.8225810359291243,0.3596075802583754,0.10343258594911732,0.04423662227399093,33.03186522644624,0.5415730069180512,0.20916331647451591,0.8175239752018466,3148.377879505935,0.1186017337929431,5518.327620829416,31654.66781026724,0.00467102705834598,0.07512680004614171,30353.820543752227,68.8503432031657,0.10282049649936052,2,10100,0.272410240410188,5351508.076183695,5351508.166518334,7.239047907530825,7.250311498754005,8.156419061480634,8.165405838376646,0.4230906495360457,0.6761241970021413,0.017452979975674764,0.017755970690287413,1.040640613847252,0.987731977159172,3.6132226980728053,5351511.894401923,0.051034975017844396,1.6239860930814436,0.2376427551748751,0.4175142755174875
iraq,IRQ,IRQ,asia and the pacific,western asia,109,4.854628484616067,7.649158461303451,0.8243912154952306,0.98931943462171,0.21846344374582585,0.0168791523514473,0.0074689391211647,16.15138280776985,0.3574620316042273,0.2111373814984761,1.1558284414059206,169.15359541545152,0.1535549365253246,2755.4814284229096,4891.257944742839,6.074657288800987e-4,0.00895822992087346,35387.94610157765,67.71962524739557,0.2549842633650186,1,10000,0.2311379379237331,694080.2466063348,694080.3597285068,7.656514622890136,7.482870071105365,8.724248212496903,8.550258564964448,0.366311024894924,0.566925315227934,0.07470694511897688,0.07470694511897688,0.11590688651794374,0.11461364371160686,3.8064985451018427,694084.5609243697,0.09440672486259295,2.614300406397333,0.3790817976075008,0.41981894600711284
iceland,ISL,ISL,europe and central asia,central and western europe,110,0.01352160456198383,45.77735583348708,15.03246629626661,14.71587037265323,0.06367196573847522,0.5314984264930096,0.5879546864834738,105.55233910335434,0.07464536000622682,0.10004338535072171,0.8854355191634959,0,NA,26.324028858974412,6940.37295281319,3.844979000747381e-6,5.3115821430403415e-5,23202.31640625,NA,0.08567312359809875,1,10000,0.04480433846188605,20744922.649731662,20744922.58533095,3.0027672800886838,3.902325581395349,2.8788517141079453,3.7796064400715563,0.18966763005780346,0.1268063583815029,0.20112024203623305,0.20112086208044502,0,0,0.31358381502890176,20744922.860822897,0,2.1788146727088558,0.007586705202312138,0
israel,ISR,ISR,europe and central asia,central and western europe,111,5.348833189977633,67.00699635316928,2.1318827155977487,2.8702981281715134,0.4482585581222383,0.5407660625610948,0.44820825017362614,27.430739596338555,0.6604215469422271,0.3378938403837988,1.061218753506248,10783.159892167196,0.11745763172705968,23270.27589185787,3704.359544881185,0.01643203486091306,0.2627768594530792,22715.492691949505,NA,0.08178764941791693,2,10100,0.47803003995065707,21262217.339933995,21262217.9669967,16.60197693645954,17.386138613861387,19.245310256878536,20.003300330033003,3.8333333333333335,4.5,0.05240300758103937,0.05240300758103937,0.1,0.09666666666666666,5.416666666666667,21262220.524752475,0.6133333333333333,3.3895739296078684,0.16333333333333333,0.6766666666666666
italy,ITA,ITA,europe and central asia,central and western europe,112,0.6121432022651637,40.7665861295722,6.743053242249857,7.23521507267705,0.5012323430814277,0.6505668626717169,0.5294772834523245,99.2872339975698,0.518831103115862,0.18860734512304217,0.9925270318926078,26265.08944214658,NA,55698.26004742469,14235.476882702867,0.04034654601385454,0.5104726503294251,30952.4134042215,79.80560099358527,0.08120639421896647,3,11100,0.5621901980204685,14810234.519122258,14810234.955903865,18.802263910646992,19.211494252873564,20.145487810387856,20.545454545454547,3.860479797979798,4.519570707070707,0.1538239804928102,0.1538239804928102,0.07449494949494949,0.05618686868686869,6.027777777777778,14810238.00229885,1.0067340067340067,2.798271582841321,2.399621212121212,2.7015993265993266
jamaica,JAM,JAM,americas,caribbean,113,0.24630705164424305,167.0063048261937,7.441977482501084,6.4921436154745455,0.3648963151154695,2.1311142956769027,1.392440026777762,160.8894886723271,0.40386313338529833,0.6724286434765047,0.4022012887365875,23688.2098880597,0.10265233665704727,15457.08503032866,140716.8150214301,0.03155959193548188,0.483496003895998,27187.051568330226,71.307861328125,0.1315511412179197,2,10100,0.5478596262357853,95443718.35555555,95443718.28148147,14.17459146366563,18.918518518518518,15.011800769687623,19.71851851851852,1.3953488372093024,1.9612403100775193,0.28844859148946767,0.28844859148946767,0.29457364341085274,0.27906976744186046,6.930232558139535,95443724.6074074,0.49612403100775193,3.4210266540216847,0.6511627906976745,0.7054263565891473
jersey,JEY,JEY,europe and central asia,central and western europe,114,NA,0.5478690266609192,14.225812911987305,12.071602821350098,0.2212219387292862,1.174244403839111,1.0194804668426514,179.9962615966797,0,0,0,0,NA,NA,6894.99658203125,NA,NA,NA,NA,0.14421910047531128,0,0,0.7386117378870646,10,6.666666666666667,37.8973274230957,37.666666666666664,35.56399408976237,35.333333333333336,9,7.666666666666667,1.8973273634910583,1.8973273634910583,0,0,9,9,0,8,0,2.3333333333333335
